DateTime,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers
2017-06-23 00:00:00,53.7,8,19,1020.3,18,1,953.92,66.38,8,2
2017-06-24 00:00:00,59.09,17,21,1240.84,21,0,1240.84,0,9,10
2017-06-25 00:00:00,39.81,10,13,517.55,11,2,402.33,115.22,7,5
2017-06-26 00:00:00,30.33,14,14,424.63,14,0,424.63,0,6,8
2017-06-27 00:00:00,63.42,22,33,2092.91,32,1,2049.94,42.98,8,15
2017-06-28 00:00:00,83.15,11,15,1247.26,15,0,1247.26,0,7,5
2017-06-29 00:00:00,57.52,20,38,2185.72,34,4,1429.27,756.46,13,11
2017-06-30 00:00:00,81.34,13,21,1708.15,12,9,626.32,1081.83,10,6
2017-07-01 00:00:00,314.08,13,10,3140.8,6,4,2938.69,202.11,5,8
2017-07-02 00:00:00,94.34,21,31,2924.61,30,1,2867.38,57.23,12,11
2017-07-03 00:00:00,142.15,24,51,7249.8,43,8,6659.17,590.63,11,16
2017-07-04 00:00:00,232.86,28,58,13505.93,51,7,10525.34,2980.59,14,18
2017-07-05 00:00:00,102.24,12,18,1840.28,16,2,1654.13,186.16,7,7
2017-07-06 00:00:00,305.31,15,23,7022.18,21,2,6808.2,213.98,9,11
2017-07-07 00:00:00,191.42,19,37,7082.51,30,7,5993.45,1089.06,6,15
2017-07-08 00:00:00,107.6,18,30,3227.88,22,8,2255.33,972.55,9,12
2017-07-09 00:00:00,80.76,16,12,969.1,11,1,897.48,71.63,8,8
2017-07-10 00:00:00,288.83,22,17,4910.06,14,3,4495.2,414.86,11,11
2017-07-11 00:00:00,132.78,20,43,5709.37,34,9,5034.25,675.12,9,16
2017-07-12 00:00:00,104.63,17,17,1778.73,14,3,1534.38,244.35,7,10
2017-07-13 00:00:00,171,24,31,5300.97,25,6,3024.23,2276.74,12,16
2017-07-14 00:00:00,64.06,6,7,448.4,5,2,191.04,257.36,4,3
2017-07-15 00:00:00,109.94,7,5,549.69,3,2,140.86,408.83,4,3
2017-07-16 00:00:00,106.4,4,3,319.2,3,0,319.2,0,2,2
2017-07-17 00:00:00,290.44,7,5,1452.2,3,2,651.7,800.5,4,4
2017-07-18 00:00:00,97.39,17,30,2921.67,29,1,2012.23,909.44,10,8
2017-07-19 00:00:00,110.86,12,31,3436.75,27,4,2730.2,706.55,8,7
2017-07-20 00:00:00,112.03,10,21,2352.71,14,7,969.82,1382.89,5,5
2017-07-21 00:00:00,101.67,12,21,2135,21,0,2135,0,4,8
2017-07-22 00:00:00,80.37,13,13,1044.77,11,2,947.69,97.08,7,7
2017-07-23 00:00:00,70.28,9,6,421.7,5,1,331.01,90.69,6,4
2017-07-24 00:00:00,75.12,18,15,1126.82,13,2,953.63,173.18,9,10
2017-07-25 00:00:00,221.18,12,8,1769.47,5,3,1125.05,644.42,5,7
2017-07-26 00:00:00,62.9,7,5,314.52,4,1,250.41,64.11,4,4
2017-07-27 00:00:00,55.88,4,2,111.75,2,0,111.75,0,2,2
2017-07-28 00:00:00,74.8,8,5,374,5,0,374,0,4,4
2017-07-29 00:00:00,125.85,7,8,1006.8,7,1,719.08,287.72,4,3
2017-07-30 00:00:00,92.44,10,16,1478.99,13,3,591.6,887.4,7,3
2017-07-31 00:00:00,106.73,4,2,213.45,1,1,91.48,121.97,2,2
2017-08-01 00:00:00,54.5,4,2,109,2,0,109,0,2,2
2017-08-02 00:00:00,525.74,2,1,525.74,1,0,525.74,0,1,1
2017-08-03 00:00:00,219.04,16,21,4599.9,19,2,2576.09,2023.81,9,9
2017-08-04 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-08-05 00:00:00,759.47,2,2,1518.93,0,2,0,1518.93,1,1
2017-08-06 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-08-07 00:00:00,76.52,2,1,76.52,1,0,76.52,0,1,1
2017-08-08 00:00:00,199.52,8,5,997.6,3,2,749.67,247.92,4,4
2017-08-09 00:00:00,89.12,4,3,267.36,1,2,103.97,163.39,3,1
2017-08-10 00:00:00,90.52,4,2,181.03,2,0,181.03,0,2,2
2017-08-11 00:00:00,82.42,10,8,659.37,6,2,416.98,242.39,5,5
2017-08-12 00:00:00,61.09,9,17,1038.52,4,13,291.65,746.87,6,3
2017-08-13 00:00:00,115.04,8,7,805.29,3,4,585.39,219.9,4,4
2017-08-14 00:00:00,167.96,6,3,503.88,2,1,414.96,88.92,3,3
2017-08-15 00:00:00,65.22,5,4,260.89,2,2,119.55,141.34,2,4
2017-08-16 00:00:00,105.01,3,2,210.03,2,0,210.03,0,2,1
2017-08-17 00:00:00,75.14,2,2,150.29,2,0,150.29,0,1,1
2017-08-18 00:00:00,88.83,2,1,88.83,1,0,88.83,0,1,1
2017-08-19 00:00:00,118.65,2,1,118.65,0,1,0,118.65,1,1
2017-08-20 00:00:00,162.34,2,1,162.34,1,0,162.34,0,1,1
2017-08-21 00:00:00,99.08,9,8,792.62,8,0,792.62,0,6,4
2017-08-22 00:00:00,87.41,2,1,87.41,1,0,87.41,0,1,1
2017-08-23 00:00:00,77.61,4,2,155.23,1,1,82.37,72.86,2,2
2017-08-24 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-08-25 00:00:00,85.55,6,3,256.64,1,2,82.26,174.38,3,3
2017-08-26 00:00:00,98.96,2,1,98.96,1,0,98.96,0,1,1
2017-08-27 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-08-28 00:00:00,127.32,10,9,1145.85,6,3,357.97,787.88,7,3
2017-08-29 00:00:00,91.7,2,1,91.7,1,0,91.7,0,1,1
2017-08-30 00:00:00,87.15,4,2,174.3,1,1,0,174.3,2,2
2017-08-31 00:00:00,103.39,2,1,103.39,1,0,103.39,0,1,1
2017-09-01 00:00:00,101.22,5,5,506.11,5,0,506.11,0,3,2
2017-09-02 00:00:00,23.09,4,3,69.28,2,1,0,69.28,2,2
2017-09-03 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-04 00:00:00,104.9,4,3,314.7,3,0,314.7,0,1,3
2017-09-05 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-06 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-07 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-08 00:00:00,76.12,2,1,76.12,1,0,76.12,0,1,1
2017-09-09 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-10 00:00:00,67.34,3,3,202.02,1,2,73.19,128.82,1,2
2017-09-11 00:00:00,69.67,4,2,139.34,1,1,74.12,65.22,2,2
2017-09-12 00:00:00,40.68,2,2,81.36,2,0,81.36,0,1,1
2017-09-13 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-14 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-15 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-16 00:00:00,70.99,2,1,70.99,1,0,70.99,0,1,1
2017-09-17 00:00:00,66.86,3,2,133.72,2,0,133.72,0,1,2
2017-09-18 00:00:00,63.35,2,1,63.35,0,1,0,63.35,1,1
2017-09-19 00:00:00,94.65,5,4,378.6,4,0,378.6,0,3,2
2017-09-20 00:00:00,124.25,5,3,372.74,1,2,50.85,321.89,3,2
2017-09-21 00:00:00,52.14,8,4,208.55,3,1,169.93,38.62,4,4
2017-09-22 00:00:00,71.14,2,1,71.14,1,0,71.14,0,1,1
2017-09-23 00:00:00,60.89,4,4,243.57,2,2,101.96,141.61,3,1
2017-09-24 00:00:00,56.14,2,1,56.14,1,0,56.14,0,1,1
2017-09-25 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-26 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-09-27 00:00:00,105.75,6,4,423.01,3,1,377.69,45.32,3,3
2017-09-28 00:00:00,36.2,2,1,36.2,1,0,36.2,0,1,1
2017-09-29 00:00:00,44.91,9,7,314.35,4,3,176.05,138.3,5,4
2017-09-30 00:00:00,16.05,6,10,160.53,10,0,160.53,0,5,1
2017-10-01 00:00:00,449.51,2,1,449.51,1,0,449.51,0,1,1
2017-10-02 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-03 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-04 00:00:00,58.61,2,1,58.61,0,1,0,58.61,1,1
2017-10-05 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-06 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-07 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-08 00:00:00,93.04,2,1,93.04,1,0,93.04,0,1,1
2017-10-09 00:00:00,26.63,2,1,26.63,0,1,0,26.63,1,1
2017-10-10 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-11 00:00:00,66.71,2,1,66.71,0,1,0,66.71,1,1
2017-10-12 00:00:00,39.26,2,1,39.26,1,0,39.26,0,1,1
2017-10-13 00:00:00,88.71,8,4,354.85,2,2,199.39,155.46,4,4
2017-10-14 00:00:00,63.71,3,4,254.86,2,2,100.6,154.26,2,1
2017-10-15 00:00:00,59.25,4,3,177.76,1,2,43.6,134.16,2,2
2017-10-16 00:00:00,89.63,3,2,179.26,2,0,179.26,0,2,1
2017-10-17 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-18 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-19 00:00:00,27.76,2,1,27.76,0,1,0,27.76,1,1
2017-10-20 00:00:00,96.75,2,1,96.75,0,1,0,96.75,1,1
2017-10-21 00:00:00,78.18,2,1,78.18,0,1,0,78.18,1,1
2017-10-22 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-23 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-24 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-10-25 00:00:00,44.77,2,1,44.77,0,1,0,44.77,1,1
2017-10-26 00:00:00,38.42,5,7,268.92,6,1,216.19,52.73,4,1
2017-10-27 00:00:00,29.79,3,6,178.76,6,0,178.76,0,2,1
2017-10-28 00:00:00,29.65,3,6,177.88,6,0,177.88,0,2,1
2017-10-29 00:00:00,21.26,2,1,21.26,0,1,0,21.26,1,1
2017-10-30 00:00:00,72.48,6,3,217.44,2,1,101.06,116.37,3,3
2017-10-31 00:00:00,36.93,5,6,221.59,3,3,91.06,130.52,3,2
2017-11-01 00:00:00,27.77,3,4,111.09,4,0,111.09,0,1,2
2017-11-02 00:00:00,37.32,4,3,111.96,2,1,68.9,43.06,2,2
2017-11-03 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-04 00:00:00,29,4,3,86.99,3,0,86.99,0,2,2
2017-11-05 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-06 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-07 00:00:00,265.71,2,1,265.71,0,1,0,265.71,1,1
2017-11-08 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-09 00:00:00,74.14,2,2,148.27,0,2,0,148.27,1,1
2017-11-10 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-11 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-12 00:00:00,91.11,2,1,91.11,1,0,91.11,0,1,1
2017-11-13 00:00:00,31.53,4,2,63.07,1,1,31.53,31.53,2,2
2017-11-14 00:00:00,67.79,2,1,67.79,0,1,0,67.79,1,1
2017-11-15 00:00:00,68.53,4,2,137.06,1,1,33.43,103.63,2,2
2017-11-16 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-17 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-18 00:00:00,0,0,0,0,0,0,0,0,0,0
2017-11-19 00:00:00,35.34,2,1,35.34,1,0,35.34,0,1,1
2017-11-20 00:00:00,36.58,4,4,146.31,4,0,146.31,0,3,1
2017-11-21 00:00:00,2.65,29,89,235.91,84,5,234.08,1.83,27,3
2017-11-22 00:00:00,17.56,23,30,526.91,24,6,465.68,61.23,13,15
2017-11-23 00:00:00,2.88,83,802,2306.45,684,118,1599.89,706.56,80,18
2017-11-24 00:00:00,1.79,145,2793,4999.15,2494,299,1506.86,3492.29,140,49
2017-11-25 00:00:00,0.97,129,1945,1884,1817,128,935.26,948.74,124,32
2017-11-26 00:00:00,1.65,104,1188,1957.53,1113,75,1203.62,753.91,94,32
2017-11-27 00:00:00,2.03,115,938,1902.34,807,131,592.48,1309.85,98,53
2017-11-28 00:00:00,2.91,255,1489,4327.13,1021,468,1408.6,2918.53,238,80
2017-11-29 00:00:00,5.7,608,4743,27040.18,3402,1341,14763.11,12277.07,593,198
2017-11-30 00:00:00,2.81,760,7496,21065,6049,1447,8599.6,12465.4,736,213
2017-12-01 00:00:00,4.58,991,7303,33471.6,5568,1735,18332.92,15138.68,957,250
2017-12-02 00:00:00,21.14,1550,12230,258501.64,8472,3758,206575.62,51926.02,1469,438
2017-12-03 00:00:00,39.67,4080,25528,1012823.07,15356,10172,614956.4,397866.67,3854,1421
2017-12-04 00:00:00,68.88,6950,33727,2323214.47,22109,11618,445456.24,1877758.22,6667,2161
2017-12-05 00:00:00,56.1,9735,39229,2200616.39,25528,13701,582325.79,1618290.61,9406,2657
2017-12-06 00:00:00,58.98,8741,31220,1841329.24,20287,10933,395185.44,1446143.79,8340,2001
2017-12-07 00:00:00,46.69,9729,36053,1683185.34,21456,14597,246197.92,1436987.42,8777,2797
2017-12-08 00:00:00,47.1,11966,43167,2033129.6,26580,16587,356669.53,1676460.07,10690,3764
2017-12-09 00:00:00,35.84,12705,48718,1746135.81,30308,18410,650263,1095872.81,11568,3795
2017-12-10 00:00:00,26.22,12778,50776,1331445.47,31736,19040,458105.9,873339.57,11602,3806
2017-12-11 00:00:00,23.83,12063,45701,1089155.81,27437,18264,369334.39,719821.42,10820,3605
2017-12-12 00:00:00,21.53,10529,37150,799719.89,24363,12787,314403.08,485316.8,9525,2850
2017-12-13 00:00:00,20.98,9606,28859,605433.57,17028,11831,210582.53,394851.04,8136,3135
2017-12-14 00:00:00,19.26,8680,30522,587892.27,19949,10573,216489.49,371402.78,7350,2889
2017-12-15 00:00:00,19.19,6782,22811,437727.98,14681,8130,212728.71,224999.27,5863,2019
2017-12-16 00:00:00,21.65,6201,22175,480042.34,13837,8338,140615.03,339427.3,5238,2027
2017-12-17 00:00:00,21.73,5251,18531,402665.64,11237,7294,161489.95,241175.69,4509,1650
2017-12-18 00:00:00,17.75,5264,17518,310868.95,10159,7359,132996.03,177872.91,4186,1991
2017-12-19 00:00:00,18.67,4315,12493,233220.43,7597,4896,123091.84,110128.59,3526,1502
2017-12-20 00:00:00,16.38,6604,15964,261413.31,5470,10494,73118.47,188294.85,2921,4432
2017-12-21 00:00:00,19.09,4647,10397,198498.62,5131,5266,72924.02,125574.59,2915,2420
2017-12-22 00:00:00,15.74,3590,9587,150935.67,6018,3569,58284.07,92651.6,2853,1268
2017-12-23 00:00:00,13.37,3442,11080,148113.44,7172,3908,75329.79,72783.65,2763,1237
2017-12-24 00:00:00,12.24,2839,10535,128950.57,6683,3852,67253.79,61696.78,2327,1008
2017-12-25 00:00:00,14.29,2615,8300,118608.42,5090,3210,57337.32,61271.1,2101,928
2017-12-26 00:00:00,16.73,2333,6999,117113.26,4104,2895,49660.27,67452.99,1888,827
2017-12-27 00:00:00,13.2,2578,8583,113314.94,5178,3405,53920.34,59394.6,2048,952
2017-12-28 00:00:00,12.09,2424,9582,115838.54,6195,3387,63043.5,52795.05,1959,890
2017-12-29 00:00:00,13.56,2256,8179,110874.15,5297,2882,65614.99,45259.17,1875,746
2017-12-30 00:00:00,12.36,2111,6429,79464.61,3702,2727,42743.37,36721.24,1755,697
2017-12-31 00:00:00,14.84,1932,6772,100518.2,4151,2621,57028.49,43489.71,1556,686
2018-01-01 00:00:00,15.33,1889,7224,110718.7,4466,2758,40241.67,70477.03,1458,774
2018-01-02 00:00:00,15.94,2056,6490,103476.82,3973,2517,62931.28,40545.55,1674,743
2018-01-03 00:00:00,15.34,1601,3674,56376.35,2205,1469,33927.28,22449.07,1259,576
2018-01-04 00:00:00,22.87,1172,2553,58396.11,1534,1019,33685.08,24711.03,865,441
2018-01-05 00:00:00,20.88,1188,2022,42210.1,1165,857,27561.59,14648.51,896,396
2018-01-06 00:00:00,29.33,1455,2802,82176.64,1593,1209,34419.03,47757.61,974,624
2018-01-07 00:00:00,20.23,1496,3105,62808.55,1877,1228,37743.22,25065.33,1045,616
2018-01-08 00:00:00,23.08,1249,2470,57018.34,1460,1010,32074.97,24943.37,896,493
2018-01-09 00:00:00,31.53,1018,1780,56115.93,1079,701,33328.18,22787.74,737,392
2018-01-10 00:00:00,39.22,814,1334,52322.81,843,491,39695.68,12627.13,591,295
2018-01-11 00:00:00,25.55,1059,2027,51795.33,1226,801,32088.1,19707.23,722,440
2018-01-12 00:00:00,25.09,1209,2442,61269.89,1483,959,30970.21,30299.67,808,540
2018-01-13 00:00:00,24.89,1069,2453,61055.58,1588,865,33058.5,27997.08,796,406
2018-01-14 00:00:00,29.12,1036,2752,80148.41,1792,960,47824.97,32323.44,746,433
2018-01-15 00:00:00,27.34,878,1808,49429.52,1130,678,30236.18,19193.34,650,323
2018-01-16 00:00:00,27.39,882,2003,54869.09,1265,738,23423.12,31445.96,641,342
2018-01-17 00:00:00,20.09,865,2231,44826.38,1433,798,26447.6,18378.78,623,357
2018-01-18 00:00:00,19.14,1007,2665,51000.29,1708,957,27479.68,23520.62,720,433
2018-01-19 00:00:00,23.99,1016,3050,73154.65,2011,1039,33320.92,39833.73,747,416
2018-01-20 00:00:00,49.37,913,3136,154808.76,1999,1137,44884.05,109924.71,723,330
2018-01-21 00:00:00,20.87,937,3039,63414.4,1905,1134,44620.03,18794.38,720,365
2018-01-22 00:00:00,12.84,1051,5225,67108.49,4091,1134,50222.2,16886.29,776,419
2018-01-23 00:00:00,14.08,1036,5617,79113.3,4466,1151,57485.28,21628.01,777,401
2018-01-24 00:00:00,17.63,865,2858,50398.13,1875,983,29184.39,21213.74,675,337
2018-01-25 00:00:00,17.43,837,2399,41813.58,1523,876,27262.94,14550.64,662,311
2018-01-26 00:00:00,20.03,859,2862,57326.31,1887,975,34593.28,22733.03,664,330
2018-01-27 00:00:00,17.44,886,3119,54396.18,2016,1103,32520.85,21875.33,693,327
2018-01-28 00:00:00,27.62,803,2672,73800.87,1636,1036,30024.44,43776.42,619,321
2018-01-29 00:00:00,19.85,843,2402,47685.12,1465,937,26329.2,21355.92,610,381
2018-01-30 00:00:00,19.14,797,2974,56917.26,1934,1040,30402.57,26514.69,584,351
2018-01-31 00:00:00,29.87,863,3738,111655.12,2786,952,42676.88,68978.24,640,347
2018-02-01 00:00:00,16.43,676,2454,40309.44,1806,648,29011.01,11298.43,520,271
2018-02-02 00:00:00,20.21,718,2734,55254.01,1882,852,28717.73,26536.29,542,301
2018-02-03 00:00:00,15.61,662,2328,36331.14,1471,857,20488.57,15842.57,498,298
2018-02-04 00:00:00,15.34,624,2063,31638.27,1332,731,19484.37,12153.89,453,296
2018-02-05 00:00:00,12.86,706,2284,29371.04,1297,987,16227.83,13143.21,503,334
2018-02-06 00:00:00,10.7,822,3291,35205.97,2155,1136,19174.16,16031.81,574,422
2018-02-07 00:00:00,12.35,879,2878,35537.88,1836,1042,20715.26,14822.62,613,409
2018-02-08 00:00:00,12.36,846,2681,33145.17,1644,1037,18649.36,14495.81,626,384
2018-02-09 00:00:00,17.09,850,2781,47538.99,1640,1141,22252.07,25286.91,613,402
2018-02-10 00:00:00,32.1,796,2105,67566.5,1237,868,20738.84,46827.65,567,378
2018-02-11 00:00:00,19.13,928,3300,63123.16,1971,1329,29482.29,33640.87,588,513
2018-02-12 00:00:00,17.77,880,3168,56307.57,1997,1171,30542.27,25765.31,594,472
2018-02-13 00:00:00,25.9,978,3586,92883.64,2163,1423,39474.81,53408.83,568,591
2018-02-14 00:00:00,67.91,1519,5597,380112.49,2768,2829,60521.6,319590.89,658,1117
2018-02-15 00:00:00,120.05,1418,6323,759073.41,3496,2827,105396.76,653676.65,762,962
2018-02-16 00:00:00,31.41,1174,5373,168751.22,3694,1679,82830.03,85921.18,762,646
2018-02-17 00:00:00,37.56,1013,4276,160610.11,2790,1486,62137.91,98472.2,702,547
2018-02-18 00:00:00,39.3,1055,4348,170897.42,2547,1801,64260.05,106637.37,717,567
2018-02-19 00:00:00,39.31,1017,4886,192058.26,3070,1816,64241.56,127816.7,738,540
2018-02-20 00:00:00,59.09,967,4494,265535.23,3134,1360,71892.48,193642.75,697,488
2018-02-21 00:00:00,22.86,942,3989,91182.47,2822,1167,52812,38370.47,693,431
2018-02-22 00:00:00,20.44,912,3817,78036.87,2715,1102,46131.94,31904.93,668,423
2018-02-23 00:00:00,28.13,928,4108,115572.7,2855,1253,53263.41,62309.29,661,468
2018-02-24 00:00:00,20.1,1054,8314,167121.87,6231,2083,76716.95,90404.92,712,621
2018-02-25 00:00:00,13.3,872,9029,120096.67,7460,1569,81217.75,38878.92,678,417
2018-02-26 00:00:00,19.55,890,6632,129662.98,5226,1406,77995.58,51667.4,722,377
2018-02-27 00:00:00,19.6,1131,8309,162816.18,5994,2315,63681.61,99134.56,742,676
2018-02-28 00:00:00,16.06,939,7611,122230.12,6110,1501,77698.33,44531.78,727,441
2018-03-01 00:00:00,15.4,858,6057,93286.48,4674,1383,60662.23,32624.26,674,397
2018-03-02 00:00:00,17.84,800,4310,76904.82,3164,1146,50507.01,26397.81,606,361
2018-03-03 00:00:00,19.05,734,4377,83396.21,3220,1157,56189,27207.21,576,310
2018-03-04 00:00:00,42.2,911,5067,213830.4,3857,1210,170883.45,42946.95,643,451
2018-03-05 00:00:00,30.83,823,4355,134281.72,3393,962,69907.99,64373.73,646,342
2018-03-06 00:00:00,31.79,882,3754,119340.59,2548,1206,70132.28,49208.31,618,453
2018-03-07 00:00:00,35.15,1087,4684,164663.54,2970,1714,69366.89,95296.65,734,589
2018-03-08 00:00:00,15.06,1054,6629,99844.18,5060,1569,60411.47,39432.71,757,557
2018-03-09 00:00:00,15.18,998,5865,89045.01,4540,1325,57949.33,31095.69,717,482
2018-03-10 00:00:00,10.6,774,9103,96450.65,8087,1016,77405.45,19045.2,591,346
2018-03-11 00:00:00,14.89,803,4350,64750.69,3329,1021,47456.41,17294.27,596,375
2018-03-12 00:00:00,14.41,1264,4777,68839.11,3076,1701,43508.28,25330.83,621,843
2018-03-13 00:00:00,16.94,769,3694,62559.95,2802,892,47285.2,15274.75,602,327
2018-03-14 00:00:00,12.77,794,4373,55822.6,3181,1192,33709.87,22112.73,577,396
2018-03-15 00:00:00,10.27,732,3865,39693.67,2889,976,26670.09,13023.58,561,324
2018-03-16 00:00:00,15.02,710,3064,46032.73,2170,894,25684.83,20347.9,538,316
2018-03-17 00:00:00,13.53,688,3711,50194.4,2810,901,27442.51,22751.89,479,344
2018-03-18 00:00:00,14.11,679,2786,39320.9,2055,731,28331.56,10989.34,493,305
2018-03-19 00:00:00,16.84,867,3093,52077.77,2275,818,24332.84,27744.93,633,390
2018-03-20 00:00:00,71.14,930,3033,215757.85,1921,1112,23224.63,192533.21,697,422
2018-03-21 00:00:00,77.68,1027,3340,259445.59,1952,1388,27412.85,232032.74,747,505
2018-03-22 00:00:00,41.5,1014,3361,139489.38,2043,1318,26601.62,112887.77,742,462
2018-03-23 00:00:00,94.2,1069,3103,292288.42,1810,1293,25348.22,266940.21,763,515
2018-03-24 00:00:00,37.56,940,3122,117257.6,1956,1166,23903.83,93353.76,656,448
2018-03-25 00:00:00,18.14,848,6273,113816.29,5211,1062,46527.83,67288.47,583,408
2018-03-26 00:00:00,31.95,853,3010,96156.47,2019,991,32333.94,63822.53,602,410
2018-03-27 00:00:00,31.14,932,3340,104017.96,2157,1183,42026.12,61991.83,666,448
2018-03-28 00:00:00,53.17,849,3566,189591.41,2711,855,31586.68,158004.73,632,366
2018-03-29 00:00:00,23.7,831,3717,88095.31,3018,699,24985.23,63110.08,603,351
2018-03-30 00:00:00,37.71,866,5647,212948.94,4701,946,31067.08,181881.85,630,391
2018-03-31 00:00:00,25.93,856,3007,77958.16,2163,844,22221.92,55736.24,608,382
2018-04-01 00:00:00,26.31,800,2785,73275.51,1936,849,17923.32,55352.19,584,356
2018-04-02 00:00:00,19.6,858,3065,60061.69,1999,1066,18145.65,41916.03,630,393
2018-04-03 00:00:00,24.25,850,3128,75839.1,2169,959,21390.18,54448.92,635,376
2018-04-04 00:00:00,17.1,794,2872,49102.55,1962,910,19814.4,29288.15,585,353
2018-04-05 00:00:00,23.21,825,2701,62693.11,1737,964,16497.23,46195.88,604,392
2018-04-06 00:00:00,18.08,948,3720,67258.34,2473,1247,22083.52,45174.81,653,487
2018-04-07 00:00:00,15.5,852,2675,41457.95,1685,990,13395.04,28062.91,604,424
2018-04-08 00:00:00,9.49,892,7429,70478.41,6212,1217,29850.42,40627.99,626,484
2018-04-09 00:00:00,9.19,865,5228,48037.96,4177,1051,23825.64,24212.32,614,433
2018-04-10 00:00:00,16.26,781,3225,52436.45,2279,946,23630.56,28805.89,560,368
2018-04-11 00:00:00,20.59,839,3382,69635.99,2212,1170,21260.99,48375.01,602,421
2018-04-12 00:00:00,14.91,795,2879,42933.53,1784,1095,21028.72,21904.81,563,396
2018-04-13 00:00:00,15.04,873,6061,91157.76,4572,1489,31191.61,59966.15,604,466
2018-04-14 00:00:00,17.63,811,4837,85272.87,3693,1144,29637.88,55634.99,595,396
2018-04-15 00:00:00,23.29,759,3900,90824.77,2787,1113,23343.41,67481.36,530,385
2018-04-16 00:00:00,16.3,831,3710,60488.62,2644,1066,28535.01,31953.61,565,438
2018-04-17 00:00:00,16.71,775,5020,83907.8,4009,1011,31719.31,52188.5,542,389
2018-04-18 00:00:00,16.13,705,4097,66086.5,3263,834,25184.52,40901.98,539,313
2018-04-19 00:00:00,15.57,728,3812,59367.72,2996,816,28686.29,30681.43,555,301
2018-04-20 00:00:00,12.33,717,4008,49424.84,3210,798,30378.51,19046.33,530,310
2018-04-21 00:00:00,17.98,690,2544,45728.43,1721,823,22984,22744.43,519,318
2018-04-22 00:00:00,27.83,637,1778,49485.47,1101,677,15661,33824.47,443,300
2018-04-23 00:00:00,85.44,766,1822,155678.62,1188,634,111846.96,43831.66,585,287
2018-04-24 00:00:00,37.38,728,2203,82358.96,1424,779,28611.53,53747.43,535,314
2018-04-25 00:00:00,41.43,672,2262,93725.36,1368,894,27241.46,66483.9,475,323
2018-04-26 00:00:00,34.22,625,1776,60775.97,1142,634,24379.38,36396.6,426,310
2018-04-27 00:00:00,18.23,696,3247,59185.14,2231,1016,22747.17,36437.98,464,374
2018-04-28 00:00:00,11.69,612,5054,59103.74,4360,694,36352.68,22751.06,443,301
2018-04-29 00:00:00,10.18,658,9817,99944.51,9177,640,59036.47,40908.04,457,316
2018-04-30 00:00:00,33.14,703,3238,107291.18,2541,697,28007.13,79284.06,515,309
2018-05-01 00:00:00,31.95,679,2129,68029.8,1489,640,20037.44,47992.36,512,326
2018-05-02 00:00:00,47.03,604,2019,94953.32,1437,582,21405.98,73547.34,427,274
2018-05-03 00:00:00,41.07,561,1636,67185.24,1125,511,16261.36,50923.88,404,235
2018-05-04 00:00:00,30.49,653,2758,84092.46,2124,634,33591.88,50500.58,489,256
2018-05-05 00:00:00,25.39,578,3429,87058.6,2875,554,30428.51,56630.09,424,244
2018-05-06 00:00:00,21.95,661,2765,60699.12,2131,634,30844.81,29854.31,470,320
2018-05-07 00:00:00,21.52,661,2685,57791.7,2019,666,27296.08,30495.61,432,334
2018-05-08 00:00:00,21.74,736,3651,79385.7,2804,847,28597.52,50788.18,518,355
2018-05-09 00:00:00,24.14,596,2333,56313.78,1800,533,27635.02,28678.76,444,237
2018-05-10 00:00:00,26.36,593,2045,53906.92,1481,564,21398.04,32508.88,434,240
